Destination Port,Flow Duration,Total Fwd Packets,Total Length of Fwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,PSH Flag Count,ACK Flag Count,Average Packet Size,Subflow Fwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Max,Active Min,Idle Mean,Idle Max,Idle Min,Attack Type
80,552828,4,231,231,0,57.75,115.5,0,0,0.0,0.0,417.8514836,10.85328529,110565.6,246695.6177,551868,77,552828,184276.0,318418.5494,551954,240,883,883.0,0.0,883,883,136,72,7.235523526,3.617761763,0,231,33.0,87.30979327,7623.0,0,1,0,38.5,231,29200,235,1,32,0.0,0,0,0.0,0,0,DoS
80,6077709,4,24,6,6,6.0,0.0,0,0,0.0,0.0,3.948856387,0.658142731,2025903.0,3508391.02,6077044,301,6077709,2025903.0,3508391.02,6077044,301,0,0.0,0.0,0,0,80,0,0.658142731,0.0,6,6,6.0,0.0,0.0,0,0,1,7.5,24,256,-1,3,20,665.0,665,665,6077044.0,6077044,6077044,DDoS
21,8675574,9,102,24,0,11.33333333,9.055385138,34,0,12.53333333,14.54975045,33.42718303,2.766387561,377198.8696,984344.4628,3215806,3,5415694,676961.75,1256060.203,2897674,49,8675467,619676.2143,1215703.149,3215806,3,296,488,1.037395335,1.728992226,0,34,11.6,12.52996409,157.0,0,1,0,12.08333333,102,29200,227,6,32,0.0,0,0,0.0,0,0,Brute Force
80,44077903,4,239,231,0,59.75,114.2289368,0,0,0.0,0.0,5.422218022,0.158809733,7346317.167,18000000.0,44100000,51,44100000,14700000.0,25400000.0,44100000,597,44100000,22000000.0,31200000.0,44100000,1286,136,104,0.090748419,0.068061314,0,231,29.875,81.31497402,6612.125,0,1,0,34.14285714,239,29200,235,2,32,1337.0,1337,1337,44100000.0,44100000,44100000,DoS
80,5869415,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.681498923,1956471.667,3387960.1,5868551,107,5869415,2934707.5,4149081.268,5868551,864,0,0.0,0.0,0,0,104,40,0.511124192,0.170374731,0,0,0.0,0.0,0.0,0,1,0,0.0,0,29200,28960,0,32,0.0,0,0,0.0,0,0,Web Attacks
80,5542077,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.721751069,1847359.0,3199012.984,5541261,126,5542077,2771038.5,3917686.23,5541261,816,0,0.0,0.0,0,0,104,40,0.541313302,0.180437767,0,0,0.0,0.0,0.0,0,1,0,0.0,0,29200,28960,0,32,0.0,0,0,0.0,0,0,Web Attacks
8080,124786,4,207,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,2732.678345,56.09603641,20797.66667,49885.59796,122624,51,124786,41595.33333,71379.85646,124017,92,123236,61618.0,86275.51259,122624,612,92,72,32.05487795,24.04115846,0,195,42.625,75.57576615,5711.696429,0,1,0,48.71428571,207,8192,237,3,20,0.0,0,0,0.0,0,0,Bots
21,232,2,14,14,0,7.0,9.899494937,0,0,0.0,0.0,60344.82759,12931.03448,116.0,82.02438662,174,58,232,232.0,0.0,232,232,0,0.0,0.0,0,0,64,20,8620.689655,4310.344828,0,14,7.0,8.082903769,65.33333333,0,0,1,9.333333333,14,229,0,0,32,0.0,0,0,0.0,0,0,Brute Force
80,6062903,4,24,6,6,6.0,0.0,0,0,0.0,0.0,3.958499748,0.659749958,2020967.667,3499552.689,6061903,1,6062903,2020967.667,3499552.689,6061903,1,0,0.0,0.0,0,0,80,0,0.659749958,0.0,6,6,6.0,0.0,0.0,0,0,1,7.5,24,256,-1,3,20,1000.0,1000,1000,6061903.0,6061903,6061903,DDoS
8080,80105,4,206,194,0,51.5,95.04209594,128,0,44.66666667,72.23111056,4244.429187,87.38530678,13350.83333,31571.77286,77792,41,80105,26701.66667,45582.23957,79334,41,78429,39214.5,54556.8237,77792,637,92,72,49.93446102,37.45084576,0,194,42.5,75.2880184,5668.285714,0,1,0,48.57142857,206,8192,237,3,20,0.0,0,0,0.0,0,0,Bots
80,8424013,4,24,6,6,6.0,0.0,0,0,0.0,0.0,2.848998452,0.474833075,2808004.333,4862967.913,8423276,317,8424013,2808004.333,4862967.913,8423276,317,0,0.0,0.0,0,0,80,0,0.474833075,0.0,6,6,6.0,0.0,0.0,0,0,1,7.5,24,256,-1,3,20,737.0,737,737,8423276.0,8423276,8423276,DDoS
53,207,2,64,32,32,32.0,0.0,48,48,48.0,0.0,772946.8599,19323.6715,69.0,35.51056181,110,48,49,49.0,0.0,49,49,48,48.0,0.0,48,48,64,64,9661.835749,9661.835749,32,48,38.4,8.76356092,76.8,0,0,0,48.0,64,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
80,100048827,5,247,231,0,49.4,101.5962598,0,0,0.0,0.0,2.468794562,0.089956077,12500000.0,35400000.0,100000000,30,100000000,25000000.0,50000000.0,100000000,267,100000000,33300000.0,57700000.0,100000000,827,168,136,0.049975598,0.039980479,0,231,24.7,72.5626932,5265.344444,0,1,0,27.44444444,247,29200,235,3,32,49142.0,49142,49142,100000000.0,100000000,100000000,DoS
80,517537,4,231,231,0,57.75,115.5,0,0,0.0,0.0,446.344899,11.593374,103507.4,230960.6108,516662,48,517537,172512.3333,298085.0128,516711,48,798,798.0,0.0,798,798,136,72,7.728916,3.864458,0,231,33.0,87.30979327,7623.0,0,1,0,38.5,231,29200,235,1,32,0.0,0,0,0.0,0,0,DoS
21,243,2,14,14,0,7.0,9.899494937,0,0,0.0,0.0,57613.16872,12345.67901,121.5,86.97413409,183,60,243,243.0,0.0,243,243,0,0.0,0.0,0,0,64,20,8230.452675,4115.226337,0,14,7.0,8.082903769,65.33333333,0,0,1,9.333333333,14,229,0,0,32,0.0,0,0,0.0,0,0,Brute Force
80,5656301,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.707175944,1885433.667,3264903.955,5655420,98,5656301,2828150.5,3998362.871,5655420,881,0,0.0,0.0,0,0,104,40,0.530381958,0.176793986,0,0,0.0,0.0,0.0,0,1,0,0.0,0,29200,28960,0,32,0.0,0,0,0.0,0,0,Web Attacks
53,224,2,90,45,45,45.0,0.0,106,106,106.0,0.0,1348214.286,17857.14286,74.66666667,123.2652965,217,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,40,40,8928.571429,8928.571429,45,106,69.4,33.41107601,1116.3,0,0,0,86.75,90,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
80,5231608,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.764583279,1743869.333,3019908.243,5230959,130,5231608,2615804.0,3698387.669,5230959,649,0,0.0,0.0,0,0,104,40,0.573437459,0.19114582,0,0,0.0,0.0,0.0,0,1,0,0.0,0,29200,28960,0,32,0.0,0,0,0.0,0,0,Web Attacks
80,5810185,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.688446237,1936728.333,3353762.775,5809320,137,5810185,2905092.5,4107197.919,5809320,865,0,0.0,0.0,0,0,104,40,0.516334678,0.172111559,0,0,0.0,0.0,0.0,0,1,0,0.0,0,29200,28960,0,32,0.0,0,0,0.0,0,0,Web Attacks
80,5587804,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.715844722,1862601.333,3225421.277,5586997,85,5587804,2793902.0,3950032.83,5586997,807,0,0.0,0.0,0,0,104,40,0.536883541,0.17896118,0,0,0.0,0.0,0.0,0,1,0,0.0,0,29200,28960,0,32,0.0,0,0,0.0,0,0,Web Attacks
21,9585360,9,105,25,0,11.66666667,9.420721841,34,0,12.53333333,14.54975045,30.56744869,2.503818323,416754.7826,1062995.027,3163547,3,6502001,812750.125,1456633.245,3205316,42,9585280,684662.8571,1309479.495,3163547,3,296,488,0.938931871,1.564886452,0,34,11.72,12.61784451,159.21,0,1,0,12.20833333,105,29200,227,6,32,0.0,0,0,0.0,0,0,Brute Force
80,715,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,5594.405594,238.3333333,308.0541078,587,3,715,357.5,501.3387079,712,3,0,0.0,0.0,0,0,104,40,4195.804196,1398.601399,0,0,0.0,0.0,0.0,0,1,0,0.0,0,29200,28960,0,32,0.0,0,0,0.0,0,0,Port Scanning
21,8976139,9,106,26,0,11.77777778,9.614803401,34,0,12.53333333,14.54975045,32.75350348,2.673755386,390266.913,1022950.803,3504241,3,6357092,794636.5,1482022.495,3546867,3,8976017,641144.0714,1263990.875,3504241,3,296,488,1.00265827,1.671097116,0,34,11.76,12.66649123,160.44,0,1,0,12.25,106,29200,227,6,32,0.0,0,0,0.0,0,0,Brute Force
21,290,2,14,14,0,7.0,9.899494937,0,0,0.0,0.0,48275.86207,10344.82759,145.0,70.71067812,195,95,290,290.0,0.0,290,290,0,0.0,0.0,0,0,64,20,6896.551724,3448.275862,0,14,7.0,8.082903769,65.33333333,0,0,1,9.333333333,14,229,0,0,32,0.0,0,0,0.0,0,0,Brute Force
80,507581,6,693,231,0,115.5,126.5239108,0,0,0.0,0.0,1365.299332,13.79090234,84596.83333,98164.08896,200175,61,507581,101516.2,99490.00268,200175,469,0,0.0,0.0,0,0,200,40,11.82077343,1.970128906,0,231,86.625,119.5538582,14293.125,0,1,0,99.0,693,29200,28960,3,32,0.0,0,0,0.0,0,0,DoS
80,5233154,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.764357403,1744384.667,3020603.382,5232277,131,5233154,2616577.0,3699158.415,5232277,877,0,0.0,0.0,0,0,104,40,0.573268052,0.191089351,0,0,0.0,0.0,0.0,0,1,0,0.0,0,29200,28960,0,32,0.0,0,0,0.0,0,0,Web Attacks
80,901576,3,26,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,12902.96104,9.982519499,112697.0,318377.5621,900641,4,796,398.0,537.4011537,778,18,901570,180314.0,402675.1964,900641,4,72,132,3.3275065,6.655012999,0,4380,1163.3,1903.962654,3625073.789,0,1,0,1292.555556,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
80,520772,4,231,231,0,57.75,115.5,0,0,0.0,0.0,443.5722351,11.52135675,104154.4,232477.6752,520023,49,520772,173590.6667,300061.6793,520072,190,699,699.0,0.0,699,699,136,72,7.680904503,3.840452252,0,231,33.0,87.30979327,7623.0,0,1,0,38.5,231,29200,235,1,32,0.0,0,0,0.0,0,0,DoS
21,801,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4993.757803,267.0,428.1541778,761,3,801,400.5,562.149891,798,3,0,0.0,0.0,0,0,104,40,3745.318352,1248.439451,0,0,0.0,0.0,0.0,0,1,0,0.0,0,29200,28960,0,32,0.0,0,0,0.0,0,0,Port Scanning
80,5010694,4,24,6,6,6.0,0.0,0,0,0.0,0.0,4.789755671,0.798292612,1670231.333,2892319.315,5009994,227,5010694,1670231.333,2892319.315,5009994,227,0,0.0,0.0,0,0,80,0,0.798292612,0.0,6,6,6.0,0.0,0.0,0,0,1,7.5,24,256,-1,3,20,700.0,700,700,5009994.0,5009994,5009994,DDoS
80,5585355,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.716158597,1861785.0,3224101.736,5584657,104,5585355,2792677.5,3948455.275,5584657,698,0,0.0,0.0,0,0,104,40,0.537118948,0.179039649,0,0,0.0,0.0,0.0,0,1,0,0.0,0,29200,28960,0,32,0.0,0,0,0.0,0,0,Web Attacks
8080,87850,4,207,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,3881.616392,79.6812749,14641.66667,34651.11094,85368,45,87850,29283.33333,49896.76475,86897,45,85934,42967.0,59964.06926,85368,566,92,72,45.53215709,34.14911781,0,195,42.625,75.57576615,5711.696429,0,1,0,48.71428571,207,8192,237,3,20,0.0,0,0,0.0,0,0,Bots
80,20840,3,26,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,557917.4664,335.8925144,3473.333333,7525.400419,18787,29,18960,9480.0,13203.09782,18816,144,20811,6937.0,10492.45734,19026,197,72,92,143.9539347,191.9385797,0,8760,1453.375,3113.952607,9696700.839,0,1,0,1661.0,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
21,9323165,9,105,29,0,11.66666667,9.899494937,34,0,12.53333333,14.54975045,31.42709584,2.574233106,405355.0,1062635.214,3604101,3,5678161,709770.125,1314102.843,2958756,3,9323061,665932.9286,1313042.761,3604101,3,296,488,0.965337415,1.608895692,0,34,11.72,12.73944007,162.2933333,0,1,0,12.20833333,105,29200,227,6,32,0.0,0,0,0.0,0,0,Brute Force
8080,73364,4,206,194,0,51.5,95.04209594,128,0,44.66666667,72.23111056,4634.425604,95.41464478,12227.33333,28822.97472,71058,96,73364,24454.66667,41687.43716,72590,96,71797,35898.5,49723.04175,71058,739,92,72,54.52265416,40.89199062,0,194,42.5,75.2880184,5668.285714,0,1,0,48.57142857,206,8192,237,3,20,0.0,0,0,0.0,0,0,Bots
444,19,1,0,0,0,0.0,0.0,6,6,6.0,0.0,315789.4737,105263.1579,19.0,0.0,19,19,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,20,52631.57895,52631.57895,0,6,2.0,3.464101615,12.0,0,1,0,3.0,0,29200,0,0,40,0.0,0,0,0.0,0,0,Port Scanning
6493,20,3,18,6,6,6.0,0.0,0,0,0.0,0.0,900000.0,150000.0,10.0,9.899494937,17,3,20,10.0,9.899494937,17,3,0,0.0,0.0,0,0,60,0,150000.0,0.0,6,6,6.0,0.0,0.0,0,0,1,8.0,18,389,-1,2,20,0.0,0,0,0.0,0,0,Normal Traffic
8080,997157,3,0,0,0,0.0,0.0,6,6,6.0,0.0,18.0513199,6.017106634,199431.4,272312.9421,498614,488,996669,498334.5,1245.215042,499215,497454,996558,498279.0,1163.897762,499102,497456,92,60,3.008553317,3.008553317,0,6,2.571428571,3.207134903,10.28571429,0,1,0,3.0,0,8192,0,0,28,0.0,0,0,0.0,0,0,Normal Traffic
80,545,2,8,6,2,4.0,2.828427125,2,2,2.0,0.0,18348.62385,5504.587156,272.5,311.8340905,493,52,545,545.0,0.0,545,545,0,0.0,0.0,0,0,44,24,3669.724771,1834.862385,2,6,3.0,2.0,4.0,0,1,0,4.0,8,1024,29200,1,20,0.0,0,0,0.0,0,0,Port Scanning
80,17069963,4,239,231,0,59.75,114.2289368,0,0,0.0,0.0,14.00120199,0.410077046,2844993.833,6968335.447,17100000,58,17100000,5689968.333,9854631.819,17100000,343,17100000,8534923.5,12100000.0,17100000,740,136,104,0.23432974,0.175747305,0,231,29.875,81.31497402,6612.125,0,1,0,34.14285714,239,29200,235,2,32,856.0,856,856,17100000.0,17100000,17100000,DoS
51585,48,1,6,6,6,6.0,0.0,6,6,6.0,0.0,250000.0,41666.66667,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,20833.33333,20833.33333,6,6,6.0,0.0,0.0,0,0,1,9.0,6,237,256,0,20,0.0,0,0,0.0,0,0,Bots
22,760,2,8,6,2,4.0,2.828427125,2,2,2.0,0.0,13157.89474,3947.368421,380.0,469.5189027,712,48,760,760.0,0.0,760,760,0,0.0,0.0,0,0,44,24,2631.578947,1315.789474,2,6,3.0,2.0,4.0,0,1,0,4.0,8,1024,29200,1,20,0.0,0,0,0.0,0,0,Port Scanning
80,17064675,4,239,231,0,59.75,114.2289368,0,0,0.0,0.0,14.00554069,0.410204121,2844112.5,6966211.904,17100000,46,17100000,5688207.0,9851620.94,17100000,132,17100000,8532277.5,12100000.0,17100000,668,136,104,0.234402355,0.175801766,0,231,29.875,81.31497402,6612.125,0,1,0,34.14285714,239,29200,235,2,32,788.0,788,788,17100000.0,17100000,17100000,DoS
80,514898,4,231,231,0,57.75,115.5,0,0,0.0,0.0,448.6325447,11.65279337,102979.6,229308.8185,513179,18,514898,171632.6667,295833.7622,513232,642,1701,1701.0,0.0,1701,1701,136,72,7.768528913,3.884264456,0,231,33.0,87.30979327,7623.0,0,1,0,38.5,231,29200,235,1,32,0.0,0,0,0.0,0,0,DoS
80,5002523,4,24,6,6,6.0,0.0,0,0,0.0,0.0,4.797579142,0.799596524,1667507.667,2887852.93,5002113,187,5002523,1667507.667,2887852.93,5002113,187,0,0.0,0.0,0,0,80,0,0.799596524,0.0,6,6,6.0,0.0,0.0,0,0,1,7.5,24,256,-1,3,20,410.0,410,410,5002113.0,5002113,5002113,DDoS
80,6161169,4,341,341,0,85.25,170.5,506,0,126.5,253.0,137.4739112,1.298454887,880167.0,1868884.097,5004554,57,1156615,385538.3333,666237.385,1154843,863,6161112,2053704.0,2620536.565,5005167,165,136,136,0.649227444,0.649227444,0,506,94.11111111,191.2475127,36575.61111,0,1,0,105.875,341,29200,235,1,32,0.0,0,0,0.0,0,0,Web Attacks
51598,54,1,6,6,6,6.0,0.0,6,6,6.0,0.0,222222.2222,37037.03704,54.0,0.0,54,54,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,18518.51852,18518.51852,6,6,6.0,0.0,0.0,0,0,1,9.0,6,237,256,0,20,0.0,0,0,0.0,0,0,Bots
444,140,1,2,2,2,2.0,0.0,6,6,6.0,0.0,57142.85714,14285.71429,140.0,0.0,140,140,0,0.0,0.0,0,0,0,0.0,0.0,0,0,24,20,7142.857143,7142.857143,2,6,3.333333333,2.309401077,5.333333333,0,1,0,5.0,2,1024,0,0,24,0.0,0,0,0.0,0,0,Port Scanning
88,93,1,0,0,0,0.0,0.0,6,0,3.0,3.464101615,129032.2581,53763.44086,23.25,33.06937153,71,1,0,0.0,0.0,0,0,73,24.33333333,40.41451884,71,1,32,104,10752.68817,43010.75269,0,6,2.0,3.098386677,9.6,0,0,1,2.4,0,253,0,0,32,0.0,0,0,0.0,0,0,Normal Traffic
80,1604,3,26,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,7252493.766,5610.972569,200.5,316.1279126,914,3,1050,525.0,738.2194796,1047,3,1471,294.2,432.603398,1011,3,72,132,1870.32419,3740.648379,0,5840,1163.3,2138.329153,4572451.567,0,1,0,1292.555556,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
80,440356,3,26,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,26417.2624,20.43800925,55044.5,155121.0871,438949,15,1072,536.0,690.1362184,1024,48,440191,88038.2,196165.5006,438949,15,72,132,6.812669749,13.6253395,0,4380,1163.3,1903.962654,3625073.789,0,1,0,1292.555556,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
8080,64912,4,207,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,5253.26596,107.8383042,10818.66667,25551.82566,62973,40,64912,21637.33333,36810.87652,64141,40,63553,31776.5,44118.5134,62973,580,92,72,61.62188809,46.21641607,0,195,42.625,75.57576615,5711.696429,0,1,0,48.71428571,207,8192,237,3,20,0.0,0,0,0.0,0,0,Bots
80,5948346,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.672455839,1982782.0,3433481.571,5947425,124,5948346,2974173.0,4204813.303,5947425,921,0,0.0,0.0,0,0,104,40,0.504341879,0.16811396,0,0,0.0,0.0,0.0,0,1,0,0.0,0,29200,28960,0,32,0.0,0,0,0.0,0,0,Web Attacks
80,17068076,4,239,231,0,59.75,114.2289368,0,0,0.0,0.0,14.00274993,0.410122383,2844679.333,6967512.176,17100000,21,17100000,5689331.0,9853482.028,17100000,198,17100000,8534027.5,12100000.0,17100000,918,136,104,0.234355647,0.175766736,0,231,29.875,81.31497402,6612.125,0,1,0,34.14285714,239,29200,235,2,32,939.0,939,939,17100000.0,17100000,17100000,DoS
80,17062341,4,239,231,0,59.75,114.2289368,0,0,0.0,0.0,14.00745654,0.410260233,2843723.5,6965172.834,17100000,44,17100000,5687413.667,9850156.784,17100000,57,17100000,8531148.5,12100000.0,17100000,874,136,104,0.234434419,0.175825814,0,231,29.875,81.31497402,6612.125,0,1,0,34.14285714,239,29200,235,2,32,918.0,918,918,17100000.0,17100000,17100000,DoS
80,37277,3,26,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,312069.1043,241.4357379,4659.625,12773.44354,36267,3,942,471.0,429.920923,775,167,37214,7442.8,16159.24426,36343,3,72,132,80.47857928,160.9571586,0,4380,1163.3,1903.962654,3625073.789,0,1,0,1292.555556,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
80,510596,4,231,231,0,57.75,115.5,0,0,0.0,0.0,452.4124748,11.75097337,102119.2,227897.77,509795,23,510596,170198.6667,294154.5058,509859,239,778,778.0,0.0,778,778,136,72,7.833982248,3.916991124,0,231,33.0,87.30979327,7623.0,0,1,0,38.5,231,29200,235,1,32,0.0,0,0,0.0,0,0,DoS
21,8887381,9,103,23,0,11.44444444,9.098229376,34,0,12.53333333,14.54975045,32.74305445,2.700458099,386407.8696,1014585.631,3497011,3,6717812,839726.5,1535339.779,3545493,3,8887321,634808.6429,1253889.844,3497011,3,296,488,1.012671787,1.687786312,0,34,11.64,12.53953747,157.24,0,1,0,12.125,103,29200,227,6,32,0.0,0,0,0.0,0,0,Brute Force
443,84,1,2,2,2,2.0,0.0,6,6,6.0,0.0,95238.09524,23809.52381,84.0,0.0,84,84,0,0.0,0.0,0,0,0,0.0,0.0,0,0,24,20,11904.7619,11904.7619,2,6,3.333333333,2.309401077,5.333333333,0,1,0,5.0,2,1024,0,0,24,0.0,0,0,0.0,0,0,Port Scanning
80,695,2,8,6,2,4.0,2.828427125,2,2,2.0,0.0,14388.48921,4316.546763,347.5,304.7630227,563,132,695,695.0,0.0,695,695,0,0.0,0.0,0,0,44,24,2877.697842,1438.848921,2,6,3.0,2.0,4.0,0,1,0,4.0,8,1024,29200,1,20,0.0,0,0,0.0,0,0,Port Scanning
21,8134903,9,96,19,0,10.66666667,8.231038817,34,0,12.53333333,14.54975045,34.91129519,2.950250298,353691.4348,927433.986,3132694,4,4960025,620003.125,1155007.353,2775251,4,8134840,581060.0,1146013.078,3132694,46,296,488,1.106343862,1.843906436,0,34,11.36,12.34868414,152.49,0,1,0,11.83333333,96,29200,227,6,32,0.0,0,0,0.0,0,0,Brute Force
80,545312,4,231,231,0,57.75,115.5,0,0,0.0,0.0,423.6107036,11.00287542,109062.4,243180.1564,544076,13,545312,181770.6667,313807.1933,544124,563,1223,1223.0,0.0,1223,1223,136,72,7.335250279,3.667625139,0,231,33.0,87.30979327,7623.0,0,1,0,38.5,231,29200,235,1,32,0.0,0,0,0.0,0,0,DoS
80,5348426,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.747883583,1782808.667,3087194.672,5347594,117,5348426,2674213.0,3780731.668,5347594,832,0,0.0,0.0,0,0,104,40,0.560912687,0.186970896,0,0,0.0,0.0,0.0,0,1,0,0.0,0,29200,28960,0,32,0.0,0,0,0.0,0,0,Web Attacks
21,8119578,9,104,23,0,11.55555556,9.193898943,34,0,12.53333333,14.54975045,35.96246012,2.95581864,353025.1304,924390.3207,3069039,3,5316585,664573.125,1251336.175,3113212,3,8119494,579963.8571,1142079.978,3069039,3,296,488,1.10843199,1.84738665,0,34,11.68,12.56224502,157.81,0,1,0,12.16666667,104,29200,227,6,32,0.0,0,0,0.0,0,0,Brute Force
22,633,2,8,6,2,4.0,2.828427125,2,2,2.0,0.0,15797.78831,4739.336493,316.5,355.6747109,568,65,633,633.0,0.0,633,633,0,0.0,0.0,0,0,44,24,3159.557662,1579.778831,2,6,3.0,2.0,4.0,0,1,0,4.0,8,1024,29200,1,20,0.0,0,0,0.0,0,0,Port Scanning
443,89,1,0,0,0,0.0,0.0,6,6,6.0,0.0,67415.73034,22471.91011,89.0,0.0,89,89,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,20,11235.95506,11235.95506,0,6,2.0,3.464101615,12.0,0,1,0,3.0,0,29200,0,0,40,0.0,0,0,0.0,0,0,Port Scanning
80,868,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4608.294931,289.3333333,399.4312623,748,18,868,434.0,588.3128419,850,18,0,0.0,0.0,0,0,104,40,3456.221198,1152.073733,0,0,0.0,0.0,0.0,0,1,0,0.0,0,29200,28960,0,32,0.0,0,0,0.0,0,0,Port Scanning
80,78,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,25641.02564,78.0,0.0,78,78,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,12820.51282,12820.51282,0,0,0.0,0.0,0.0,0,0,1,0.0,0,237,236,0,32,0.0,0,0,0.0,0,0,Web Attacks
3268,85539,36,6724,1313,0,186.7777778,288.4650126,3069,0,368.5806452,609.1972737,212183.9161,783.2684506,1296.045455,6084.601246,38542,1,85539,2443.971429,8268.206732,38725,1,46943,1564.766667,5831.672119,29866,3,1168,1008,420.86066,362.4077906,0,3069,266.9117647,467.9091229,218938.9473,0,1,0,270.8955224,6724,29200,2081,28,32,0.0,0,0,0.0,0,0,Normal Traffic
80,1629049,12,2145,566,0,178.75,225.8890013,5330,0,1277.25,1966.095532,7589.090322,12.27710155,85739.42105,333916.5926,1463559,59,1629049,148095.3636,437028.5918,1463559,195,157606,22515.14286,18549.7935,52274,1610,392,264,7.366260929,4.910840619,0,5330,588.7142857,1299.540116,1688804.514,0,1,0,618.15,2145,29200,262,5,32,0.0,0,0,0.0,0,0,Web Attacks
80,5030796,4,24,6,6,6.0,0.0,0,0,0.0,0.0,4.770616817,0.795102803,1676932.0,2903886.236,5030051,352,5030796,1676932.0,2903886.236,5030051,352,0,0.0,0.0,0,0,80,0,0.795102803,0.0,6,6,6.0,0.0,0.0,0,0,1,7.5,24,256,-1,3,20,745.0,745,745,5030051.0,5030051,5030051,DDoS
80,542219,4,231,231,0,57.75,115.5,0,0,0.0,0.0,426.0271219,11.06563953,108443.8,242010.3658,541365,45,542219,180739.6667,312387.8051,541454,248,809,809.0,0.0,809,809,136,72,7.37709302,3.68854651,0,231,33.0,87.30979327,7623.0,0,1,0,38.5,231,29200,235,1,32,0.0,0,0,0.0,0,0,DoS
80,1590,3,26,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,7316352.201,5660.377358,198.75,315.2054885,914,3,1046,523.0,733.9768389,1042,4,1462,292.4,430.1665956,1008,3,72,132,1886.792453,3773.584906,0,4380,1163.3,1903.962654,3625073.789,0,1,0,1292.555556,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
80,16816,3,26,20,0,8.666666667,10.26320288,10135,0,2900.25,4871.82583,691424.8335,416.2702188,2802.666667,5889.273119,14763,15,14966,7483.0,10316.68794,14778,188,16801,5600.333333,8191.142798,15024,188,72,92,178.4015224,237.8686965,0,10135,1453.375,3544.652026,12600000.0,0,1,0,1661.0,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
80,7126496,5,30,6,6,6.0,0.0,0,0,0.0,0.0,4.209642439,0.701607073,1781624.0,3562501.336,7125376,218,7126496,1781624.0,3562501.336,7125376,218,0,0.0,0.0,0,0,100,0,0.701607073,0.0,6,6,6.0,0.0,0.0,0,0,1,7.2,30,256,-1,4,20,1120.0,1120,1120,7125376.0,7125376,7125376,DDoS
